Member_number,Date,itemDescription,itemAisle
3531,26-12-2014,berries,Produce
4721,16-06-2014,pastry,Bakery
1644,28-02-2014,citrus fruit,Produce
1053,11-05-2014,chicken,Fresh meat
2464,06-11-2014,sausage,Fresh meat
1765,21-10-2014,fruit/vegetable juice,Produce
2973,26-10-2014,beverages,Beverages
4297,08-02-2014,UHT-milk,Dairy
4364,21-01-2014,turkey,Deli
3531,25-08-2014,white wine,Alcohol
4217,15-03-2014,other vegetables,Produce
4723,11-07-2014,other vegetables,Produce
3161,22-11-2014,sausage,Fresh meat
4024,21-11-2014,liver loaf,Deli
4969,12-06-2014,butter milk,Dairy
4762,15-01-2014,pip fruit,Produce
2746,20-04-2014,rolls/buns,Bakery
2972,19-02-2014,frankfurter,Deli
3569,27-05-2014,frankfurter,Deli
4355,13-01-2014,whole milk,Dairy
2863,03-12-2014,frankfurter,Deli
4740,09-03-2014,dessert,Dessert
2201,02-04-2014,other vegetables,Produce
2645,10-09-2014,oil,Condiments and Spices
3783,06-04-2014,red/blush wine,Alcohol
1440,26-07-2014,rolls/buns,Bakery
3186,24-07-2014,tropical fruit,Produce
1979,09-07-2014,root vegetables,Produce
2401,05-11-2014,yogurt,Dairy
4337,28-08-2014,sausage,Fresh meat
2112,06-06-2014,whole milk,Dairy
1072,23-06-2014,ham,Deli
1996,02-02-2014,domestic eggs,Dairy
1269,24-04-2014,tropical fruit,Produce
2341,23-01-2014,root vegetables,Produce
2204,13-06-2014,chicken,Fresh meat
2729,30-09-2014,pork,Fresh meat
3435,04-10-2014,coffee,Beverages
1755,06-04-2014,waffles,Frozen Foods
2909,30-01-2014,butter,Dairy
2372,10-10-2014,sausage,Fresh meat
4342,27-10-2014,other vegetables,Produce
4772,22-06-2014,house keeping products,Cleaning Items
1741,07-12-2014,liver loaf,Deli
4598,09-05-2014,citrus fruit,Produce
1677,21-02-2014,hamburger meat,Fresh meat
3667,13-12-2014,sausage,Fresh meat
3273,02-04-2014,other vegetables,Produce
1026,23-08-2014,citrus fruit,Produce
4671,20-01-2014,sausage,Fresh meat
3764,22-01-2014,other vegetables,Produce
4293,28-03-2014,ham,Deli
4512,13-06-2014,tropical fruit,Produce
2755,19-08-2014,napkins,Household Goods
4146,24-08-2014,whole milk,Dairy
3564,23-02-2014,brown bread,Bakery
4922,18-02-2014,sausage,Fresh meat
3680,21-01-2014,hamburger meat,Fresh meat
2664,01-08-2014,citrus fruit,Produce
1411,15-04-2014,beverages,Beverages
2633,09-07-2014,frozen meals,Frozen Foods
3137,26-08-2014,beef,Fresh meat
1672,26-01-2014,sausage,Fresh meat
3344,21-11-2014,sausage,Fresh meat
3248,04-07-2014,hamburger meat,Fresh meat
2004,22-06-2014,grapes,Produce
3989,23-09-2014,meat,Fresh meat
2451,28-09-2014,other vegetables,Produce
2383,13-01-2014,pork,Fresh meat
3546,10-12-2014,tropical fruit,Produce
2427,22-12-2014,pip fruit,Produce
2859,27-02-2014,brown bread,Bakery
3509,10-05-2014,waffles,Frozen Foods
3811,07-07-2014,whole milk,Dairy
4127,18-03-2014,whole milk,Dairy
2166,03-07-2014,root vegetables,Produce
2526,02-08-2014,other vegetables,Produce
3342,15-12-2014,pork,Fresh meat
4109,06-03-2014,pet care,Pets
2930,14-02-2014,bottled water,Beverages
3844,06-10-2014,yogurt,Dairy
2736,14-10-2014,UHT-milk,Dairy
2411,01-07-2014,canned beer,Alcohol
3423,15-03-2014,bottled water,Beverages
2391,18-01-2014,citrus fruit,Produce
1597,10-12-2014,UHT-milk,Dairy
2510,13-08-2014,whole milk,Dairy
3776,28-11-2014,chicken,Fresh meat
1138,07-07-2014,citrus fruit,Produce
3799,11-10-2014,pork,Fresh meat
1022,06-07-2014,sausage,Fresh meat
1961,07-06-2014,citrus fruit,Produce
3102,17-04-2014,beef,Fresh meat
4704,11-07-2014,berries,Produce
4192,06-08-2014,beverages,Beverages
2957,06-06-2014,shopping bags,Household Goods
3921,16-06-2014,chicken,Fresh meat
1904,24-03-2014,napkins,Household Goods
4426,30-10-2014,coffee,Beverages
2383,18-09-2014,root vegetables,Produce
4788,17-02-2014,other vegetables,Produce
1752,07-12-2014,canned beer,Alcohol
5000,16-11-2014,bottled beer,Alcohol
4353,26-09-2014,bottled beer,Alcohol
1372,05-04-2014,hamburger meat,Fresh meat
4515,23-06-2014,frankfurter,Deli
2718,25-01-2014,root vegetables,Produce
2148,13-01-2014,soda,Beverages
4808,20-11-2014,soap,Personal Care
4711,19-06-2014,yogurt,Dairy
4228,02-08-2014,soda,Beverages
1522,23-08-2014,newspapers,Household Goods
2291,29-09-2014,whole milk,Dairy
3203,17-06-2014,frankfurter,Deli
3413,08-02-2014,frankfurter,Deli
4262,21-06-2014,canned beer,Alcohol
2581,17-03-2014,sparkling wine,Alcohol
1687,24-02-2014,sausage,Fresh meat
4957,19-05-2014,detergent,Cleaning Items
2840,22-07-2014,butter,Dairy
4738,06-08-2014,bottled beer,Alcohol
1970,06-11-2014,ham,Deli
1491,11-08-2014,hygiene articles,Personal Care
2015,08-04-2014,tropical fruit,Produce
1961,16-01-2014,tropical fruit,Produce
3155,22-09-2014,meat,Fresh meat
1993,10-12-2014,chicken,Fresh meat
3049,30-09-2014,pet care,Pets
4019,14-10-2014,beverages,Beverages
1826,19-12-2014,sausage,Fresh meat
1629,22-07-2014,yogurt,Dairy
4075,03-08-2014,whole milk,Dairy
1241,01-03-2014,oil,Condiments and Spices
1542,22-07-2014,sausage,Fresh meat
1274,07-10-2014,coffee,Beverages
4182,01-05-2014,liver loaf,Deli
4401,18-03-2014,sausage,Fresh meat
4766,20-09-2014,frankfurter,Deli
4880,09-11-2014,whipped/sour cream,Dairy
1939,28-03-2014,frozen vegetables,Frozen Foods
4341,26-10-2014,whipped/sour cream,Dairy
4480,17-05-2014,frankfurter,Deli
3997,22-11-2014,whole milk,Dairy
3674,07-08-2014,yogurt,Dairy
1608,26-07-2014,napkins,Household Goods
2088,21-09-2014,root vegetables,Produce
3897,12-09-2014,bottled water,Beverages
4783,05-10-2014,other vegetables,Produce
4813,20-11-2014,bottled water,Beverages
4842,30-06-2014,pip fruit,Produce
2971,03-04-2014,napkins,Household Goods
4972,13-12-2014,tropical fruit,Produce
4215,04-10-2014,yogurt,Dairy
1001,02-07-2014,sausage,Fresh meat
4535,07-09-2014,yogurt,Dairy
2252,13-04-2014,cream cheese ,Dairy
2433,04-08-2014,pip fruit,Produce
1935,28-08-2014,pip fruit,Produce
2484,17-08-2014,hamburger meat,Fresh meat
2900,23-11-2014,sugar,Baking
4504,24-09-2014,sausage,Fresh meat
4183,10-12-2014,sausage,Fresh meat
3651,22-06-2014,sausage,Fresh meat
1381,02-05-2014,coffee,Beverages
1190,18-05-2014,pip fruit,Produce
1262,22-07-2014,whole milk,Dairy
3555,14-10-2014,onions,Produce
3621,01-04-2014,ham,Deli
2831,30-05-2014,soda,Beverages
3508,15-12-2014,root vegetables,Produce
1468,07-12-2014,ham,Deli
3269,07-09-2014,sausage,Fresh meat
3844,24-06-2014,semi-finished bread,Bakery
4950,30-08-2014,other vegetables,Produce
4129,23-10-2014,cream cheese ,Dairy
1596,10-12-2014,dessert,Dessert
4372,17-04-2014,whole milk,Dairy
2183,13-07-2014,frankfurter,Deli
3617,10-01-2014,liquor (appetizer),Alcohol
4692,08-10-2014,curd,Dairy
2210,30-12-2014,curd,Dairy
1605,13-11-2014,other vegetables,Produce
3604,13-09-2014,pork,Fresh meat
3524,08-01-2014,frozen meals,Frozen Foods
2089,20-08-2014,soda,Beverages
1522,27-03-2014,sausage,Fresh meat
1461,08-05-2014,other vegetables,Produce
3338,25-12-2014,pip fruit,Produce
2608,05-02-2014,tropical fruit,Produce
4103,17-05-2014,canned beer,Alcohol
2747,04-07-2014,root vegetables,Produce
2955,21-03-2014,sausage,Fresh meat
3699,14-08-2014,bottled water,Beverages
3561,27-12-2014,citrus fruit,Produce
4579,28-02-2014,whole milk,Dairy
3232,09-10-2014,pastry,Bakery
2904,04-07-2014,pip fruit,Produce
2251,06-09-2014,pork,Fresh meat
1174,26-07-2014,citrus fruit,Produce
1725,21-08-2014,curd,Dairy
4646,28-12-2014,UHT-milk,Dairy
4348,11-04-2014,rolls/buns,Bakery
2589,23-10-2014,whole milk,Dairy
3693,06-06-2014,root vegetables,Produce
4154,26-05-2014,white bread,Bakery
3596,16-12-2014,nuts/prunes,Snacks
1063,06-07-2014,whole milk,Dairy
4247,01-02-2014,soda,Beverages
4596,28-10-2014,hygiene articles,Personal Care
1246,29-12-2014,other vegetables,Produce
1916,21-05-2014,citrus fruit,Produce
3157,25-04-2014,sausage,Fresh meat
3313,03-01-2014,bottled beer,Alcohol
3210,02-09-2014,pork,Fresh meat
2663,08-02-2014,other vegetables,Produce
4339,27-03-2014,berries,Produce
1216,02-07-2014,citrus fruit,Produce
3830,23-08-2014,sausage,Fresh meat
1980,14-05-2014,citrus fruit,Produce
2219,30-05-2014,root vegetables,Produce
1461,08-11-2014,bottled beer,Alcohol
1121,15-03-2014,coffee,Beverages
4664,09-02-2014,citrus fruit,Produce
4432,09-04-2014,tropical fruit,Produce
1474,04-10-2014,frankfurter,Deli
4651,27-09-2014,white wine,Alcohol
3889,23-12-2014,other vegetables,Produce
1767,24-11-2014,sparkling wine,Alcohol
1883,04-01-2014,frankfurter,Deli
4882,10-08-2014,whipped/sour cream,Dairy
3119,22-01-2014,salty snack,Snacks
4712,19-03-2014,whole milk,Dairy
2347,15-01-2014,sausage,Fresh meat
2549,27-12-2014,dessert,Dessert
3938,10-11-2014,citrus fruit,Produce
2483,14-08-2014,pip fruit,Produce
4307,07-05-2014,yogurt,Dairy
4628,28-11-2014,butter,Dairy
4722,07-08-2014,tropical fruit,Produce
2577,03-08-2014,root vegetables,Produce
3452,21-02-2014,meat,Fresh meat
2732,26-02-2014,salty snack,Snacks
3022,19-09-2014,beef,Fresh meat
2727,23-01-2014,fish,Fresh meat
3480,08-10-2014,root vegetables,Produce
3602,27-10-2014,whole milk,Dairy
3855,01-11-2014,coffee,Beverages
2653,21-04-2014,pastry,Bakery
2887,12-05-2014,waffles,Frozen Foods
1209,11-01-2014,sausage,Fresh meat
3775,09-08-2014,sausage,Fresh meat
4887,30-03-2014,soda,Beverages
2597,21-09-2014,sausage,Fresh meat
1798,17-01-2014,pip fruit,Produce
2475,26-01-2014,citrus fruit,Produce
3092,09-02-2014,brown bread,Bakery
3521,25-12-2014,soda,Beverages
1289,05-09-2014,rolls/buns,Bakery
1159,28-01-2014,citrus fruit,Produce
1774,06-08-2014,butter,Dairy
3090,10-02-2014,whole milk,Dairy
2756,10-08-2014,fruit/vegetable juice,Produce
4201,08-06-2014,flower (seeds),Household Goods
1922,04-06-2014,chocolate,Dessert
4244,16-12-2014,frozen fruits,Frozen Foods
1778,22-12-2014,beef,Fresh meat
4130,08-01-2014,root vegetables,Produce
1868,11-01-2014,whole milk,Dairy
3307,21-03-2014,sausage,Fresh meat
1333,27-11-2014,whole milk,Dairy
1892,21-07-2014,butter,Dairy
3560,21-07-2014,citrus fruit,Produce
1488,30-01-2014,meat,Fresh meat
4222,20-05-2014,sausage,Fresh meat
4548,01-02-2014,UHT-milk,Dairy
1480,02-04-2014,tropical fruit,Produce
3573,19-11-2014,bottled water,Beverages
4431,16-03-2014,salty snack,Snacks
4847,16-10-2014,frankfurter,Deli
4669,13-04-2014,tropical fruit,Produce
4013,21-07-2014,tropical fruit,Produce
1599,21-08-2014,sausage,Fresh meat
3009,19-04-2014,frankfurter,Deli
3526,24-10-2014,sausage,Fresh meat
2455,04-07-2014,rolls/buns,Bakery
1942,15-10-2014,hamburger meat,Fresh meat
3855,06-08-2014,meat,Fresh meat
4661,16-08-2014,hamburger meat,Fresh meat
1056,24-09-2014,ham,Deli
3996,27-11-2014,beef,Fresh meat
4879,04-12-2014,meat,Fresh meat
3965,30-12-2014,tropical fruit,Produce
3172,08-01-2014,whole milk,Dairy
3028,25-04-2014,frankfurter,Deli
1462,24-09-2014,bottled water,Beverages
2075,05-03-2014,citrus fruit,Produce
4901,30-05-2014,other vegetables,Produce
1738,09-06-2014,dessert,Dessert
4011,28-08-2014,oil,Condiments and Spices
3683,11-07-2014,bottled water,Beverages
2453,06-06-2014,root vegetables,Produce
2900,19-02-2014,chicken,Fresh meat
3297,22-03-2014,whole milk,Dairy
1247,10-04-2014,frozen vegetables,Frozen Foods
3731,29-05-2014,tropical fruit,Produce
4638,19-02-2014,root vegetables,Produce
1883,06-08-2014,pork,Fresh meat
2597,15-04-2014,cream cheese ,Dairy
1625,09-08-2014,zwieback,Bakery
3867,08-10-2014,chicken,Fresh meat
1642,28-09-2014,bottled water,Beverages
2133,07-05-2014,pork,Fresh meat
3697,16-01-2014,sausage,Fresh meat
3520,19-11-2014,whole milk,Dairy
3106,05-11-2014,nuts/prunes,Snacks
2900,03-05-2014,sausage,Fresh meat
4623,18-12-2014,brandy,Alcohol
4809,28-05-2014,chicken,Fresh meat
2023,31-03-2014,spread cheese,Dairy
1922,01-01-2014,tropical fruit,Produce
3100,19-12-2014,canned beer,Alcohol
2299,04-04-2014,chicken,Fresh meat
2778,26-04-2014,yogurt,Dairy
1263,05-11-2014,citrus fruit,Produce
1457,07-09-2014,waffles,Frozen Foods
3141,07-03-2014,chicken,Fresh meat
2553,15-08-2014,chewing gum,Snacks
1879,15-08-2014,whole milk,Dairy
4261,02-08-2014,bottled beer,Alcohol
4414,17-02-2014,rolls/buns,Bakery
4884,30-01-2014,other vegetables,Produce
1743,17-01-2014,frankfurter,Deli
3713,31-01-2014,finished products,Bakery
2955,08-10-2014,sausage,Fresh meat
3689,05-03-2014,sausage,Fresh meat
4224,30-08-2014,rolls/buns,Bakery
4641,16-03-2014,root vegetables,Produce
3793,09-07-2014,whole milk,Dairy
3838,08-05-2014,whole milk,Dairy
4774,24-07-2014,sausage,Fresh meat
2093,06-02-2014,whole milk,Dairy
4234,27-10-2014,pip fruit,Produce
3221,28-10-2014,soda,Beverages
2565,05-01-2014,sausage,Fresh meat
2534,14-06-2014,frankfurter,Deli
1141,06-08-2014,cat food,Pets
2396,04-12-2014,frankfurter,Deli
3127,21-10-2014,pork,Fresh meat
3248,02-06-2014,pork,Fresh meat
4658,26-01-2014,canned beer,Alcohol
1457,22-09-2014,grapes,Produce
3642,11-08-2014,pork,Fresh meat
4330,26-03-2014,beef,Fresh meat
2274,04-11-2014,beef,Fresh meat
4575,01-06-2014,sausage,Fresh meat
3600,09-03-2014,frankfurter,Deli
4155,15-03-2014,tropical fruit,Produce
2272,06-07-2014,frankfurter,Deli
3709,10-01-2014,pastry,Bakery
1983,21-07-2014,whole milk,Dairy
4556,11-04-2014,ham,Deli
3586,27-10-2014,rolls/buns,Bakery
1280,20-03-2014,finished products,Bakery
2144,13-07-2014,pork,Fresh meat
1945,12-02-2014,oil,Condiments and Spices
4749,10-01-2014,finished products,Bakery
1010,27-08-2014,frankfurter,Deli
3028,10-07-2014,chicken,Fresh meat
4853,24-12-2014,frozen meals,Frozen Foods
1878,09-07-2014,curd,Dairy
1064,09-03-2014,root vegetables,Produce
4781,18-05-2014,beverages,Beverages
1817,11-02-2014,whole milk,Dairy
4457,21-06-2014,pork,Fresh meat
4311,23-06-2014,frozen meals,Frozen Foods
2244,11-07-2014,beef,Fresh meat
1385,28-03-2014,coffee,Beverages
1218,09-07-2014,pork,Fresh meat
2067,10-10-2014,jam,Condiments and Spices
3342,24-07-2014,chocolate,Dessert
2086,29-05-2014,soda,Beverages
3763,14-06-2014,ham,Deli
4852,23-12-2014,chewing gum,Snacks
1572,13-08-2014,finished products,Bakery
1760,21-09-2014,soda,Beverages
1616,04-01-2014,frankfurter,Deli
1463,17-11-2014,other vegetables,Produce
1415,28-12-2014,sausage,Fresh meat
2106,20-01-2014,pastry,Bakery
3751,15-02-2014,specialty bar,Snacks
2001,18-10-2014,butter milk,Dairy
3843,09-06-2014,tropical fruit,Produce
4400,31-01-2014,pet care,Pets
4324,25-01-2014,chicken,Fresh meat
3583,31-01-2014,other vegetables,Produce
2312,25-02-2014,other vegetables,Produce
1756,06-03-2014,whole milk,Dairy
3486,27-01-2014,whole milk,Dairy
2991,30-04-2014,tropical fruit,Produce
1612,19-11-2014,sausage,Fresh meat
4614,12-01-2014,sausage,Fresh meat
3780,24-02-2014,rolls/buns,Bakery
3248,16-04-2014,UHT-milk,Dairy
2584,14-02-2014,whole milk,Dairy
2963,27-05-2014,citrus fruit,Produce
3225,25-06-2014,white wine,Alcohol
2564,20-12-2014,curd,Dairy
3501,13-06-2014,bottled beer,Alcohol
1450,17-11-2014,root vegetables,Produce
4445,11-07-2014,yogurt,Dairy
1825,27-05-2014,zwieback,Bakery
2573,19-01-2014,ham,Deli
3003,03-08-2014,citrus fruit,Produce
4851,11-08-2014,whole milk,Dairy
1982,10-12-2014,liqueur,Alcohol
3952,11-04-2014,beef,Fresh meat
4697,05-07-2014,semi-finished bread,Bakery
1690,13-03-2014,frankfurter,Deli
1257,16-09-2014,rolls/buns,Bakery
3082,08-04-2014,frankfurter,Deli
4909,20-07-2014,hamburger meat,Fresh meat
1814,17-07-2014,other vegetables,Produce
2346,22-03-2014,condensed milk,Baking
2861,15-04-2014,whole milk,Dairy
4558,27-08-2014,other vegetables,Produce
3291,14-01-2014,butter milk,Dairy
4963,28-01-2014,bottled beer,Alcohol
4695,22-12-2014,beef,Fresh meat
4002,07-08-2014,curd,Dairy
3753,09-06-2014,bottled beer,Alcohol
1225,09-02-2014,pastry,Bakery
4104,09-01-2014,white wine,Alcohol
4265,05-06-2014,other vegetables,Produce
2504,24-04-2014,whole milk,Dairy
3249,22-12-2014,ham,Deli
4461,30-03-2014,tropical fruit,Produce
1489,11-04-2014,sausage,Fresh meat
3911,08-01-2014,other vegetables,Produce
2443,03-10-2014,sausage,Fresh meat
3800,14-07-2014,domestic eggs,Dairy
4265,31-10-2014,other vegetables,Produce
4971,11-07-2014,sausage,Fresh meat
2357,15-08-2014,tropical fruit,Produce
3263,17-07-2014,waffles,Frozen Foods
2443,09-02-2014,pastry,Bakery
3378,20-01-2014,pork,Fresh meat
1870,06-06-2014,waffles,Frozen Foods
4355,09-10-2014,pip fruit,Produce
3832,26-06-2014,rolls/buns,Bakery
4120,22-09-2014,yogurt,Dairy
2555,26-11-2014,frankfurter,Deli
1103,22-11-2014,cream,Dairy
3795,07-02-2014,yogurt,Dairy
2544,01-11-2014,instant coffee,Beverages
4098,09-12-2014,berries,Produce
1274,16-05-2014,dessert,Dessert
4535,31-08-2014,whole milk,Dairy
1643,04-12-2014,whole milk,Dairy
4622,18-05-2014,brown bread,Bakery
1309,20-04-2014,sausage,Fresh meat
2193,10-08-2014,onions,Produce
1388,19-11-2014,hygiene articles,Personal Care
3298,02-05-2014,whole milk,Dairy
4488,16-12-2014,other vegetables,Produce
3682,14-09-2014,tropical fruit,Produce
1448,07-05-2014,salty snack,Snacks
1340,29-03-2014,whole milk,Dairy
4578,08-12-2014,yogurt,Dairy
2937,08-02-2014,pork,Fresh meat
1511,28-08-2014,bottled water,Beverages
3610,16-09-2014,whole milk,Dairy
3140,26-03-2014,salty snack,Snacks
2165,27-09-2014,bottled beer,Alcohol
2059,31-05-2014,ham,Deli
3561,04-08-2014,ice cream,Frozen Dessert
3552,29-10-2014,chocolate marshmallow,Dessert
1942,22-07-2014,pip fruit,Produce
3502,07-12-2014,whole milk,Dairy
2929,24-09-2014,yogurt,Dairy
1475,21-09-2014,yogurt,Dairy
2042,31-08-2014,hygiene articles,Personal Care
4391,19-10-2014,UHT-milk,Dairy
2674,05-01-2014,root vegetables,Produce
3398,01-04-2014,chocolate,Dessert
4967,16-09-2014,sausage,Fresh meat
3522,23-03-2014,tropical fruit,Produce
2244,19-01-2014,finished products,Bakery
2593,13-10-2014,tropical fruit,Produce
3299,01-09-2014,ham,Deli
1959,05-02-2014,root vegetables,Produce
1648,13-02-2014,newspapers,Household Goods
3740,19-05-2014,pork,Fresh meat
3505,30-11-2014,coffee,Beverages
3350,21-01-2014,citrus fruit,Produce
3948,17-09-2014,bottled beer,Alcohol
2506,05-09-2014,frankfurter,Deli
1575,14-02-2014,rolls/buns,Bakery
2289,20-11-2014,frankfurter,Deli
4621,28-03-2014,chicken,Fresh meat
4408,02-01-2014,pip fruit,Produce
2643,16-04-2014,citrus fruit,Produce
2132,29-07-2014,root vegetables,Produce
4340,24-08-2014,other vegetables,Produce
3421,13-03-2014,frankfurter,Deli
3982,27-05-2014,meat,Fresh meat
3252,14-05-2014,whole milk,Dairy
4586,17-05-2014,rolls/buns,Bakery
3383,02-12-2014,soda,Beverages
4886,18-09-2014,sliced cheese,Dairy
2810,11-05-2014,sausage,Fresh meat
2745,27-04-2014,root vegetables,Produce
1983,19-05-2014,hamburger meat,Fresh meat
2660,09-11-2014,tropical fruit,Produce
4193,29-12-2014,bottled beer,Alcohol
2430,02-03-2014,sausage,Fresh meat
1548,22-02-2014,condensed milk,Baking
4459,21-11-2014,whole milk,Dairy
2198,08-10-2014,chicken,Fresh meat
4508,22-08-2014,whole milk,Dairy
3322,13-08-2014,beef,Fresh meat
4356,25-06-2014,root vegetables,Produce
1913,06-11-2014,chicken,Fresh meat
4548,20-10-2014,pork,Fresh meat
2585,28-09-2014,frozen vegetables,Frozen Foods
4684,31-08-2014,whole milk,Dairy
4152,21-12-2014,hamburger meat,Fresh meat
4954,18-07-2014,frankfurter,Deli
2444,19-06-2014,tropical fruit,Produce
1735,08-06-2014,soda,Beverages
4038,23-06-2014,yogurt,Dairy
3453,09-04-2014,UHT-milk,Dairy
3252,29-10-2014,pastry,Bakery
4830,20-11-2014,citrus fruit,Produce
3087,27-12-2014,white bread,Bakery
2641,23-07-2014,oil,Condiments and Spices
2648,25-04-2014,root vegetables,Produce
3246,29-10-2014,pork,Fresh meat
2047,01-05-2014,tropical fruit,Produce
1163,03-11-2014,sausage,Fresh meat
3577,09-05-2014,meat,Fresh meat
4972,08-04-2014,sausage,Fresh meat
4789,08-12-2014,curd,Dairy
2413,18-01-2014,whole milk,Dairy
2824,17-09-2014,sausage,Fresh meat
2547,11-10-2014,sausage,Fresh meat
4585,18-05-2014,shopping bags,Household Goods
1584,28-12-2014,UHT-milk,Dairy
1814,02-01-2014,frankfurter,Deli
3956,15-08-2014,soda,Beverages
2722,13-11-2014,citrus fruit,Produce
3957,29-07-2014,chicken,Fresh meat
3621,22-05-2014,pork,Fresh meat
1360,17-01-2014,frankfurter,Deli
3377,29-08-2014,pip fruit,Produce
1634,16-09-2014,chicken,Fresh meat
1209,26-08-2014,ham,Deli
2160,19-05-2014,beverages,Beverages
1476,31-03-2014,margarine,Dairy
4442,24-03-2014,pork,Fresh meat
3588,17-04-2014,ham,Deli
1141,15-12-2014,berries,Produce
1564,30-10-2014,tropical fruit,Produce
1725,27-10-2014,tropical fruit,Produce
4204,04-01-2014,pastry,Bakery
2779,22-11-2014,dessert,Dessert
4335,03-01-2014,whole milk,Dairy
3755,19-11-2014,ice cream,Frozen Dessert
1583,02-09-2014,sliced cheese,Dairy
3649,02-12-2014,beef,Fresh meat
1531,24-09-2014,meat,Fresh meat
2199,06-02-2014,citrus fruit,Produce
3211,16-12-2014,tropical fruit,Produce
2330,11-05-2014,sausage,Fresh meat
1753,12-12-2014,whole milk,Dairy
2695,08-04-2014,frozen meals,Frozen Foods
4839,06-03-2014,sausage,Fresh meat
2271,25-06-2014,sausage,Fresh meat
3632,10-05-2014,newspapers,Household Goods
3710,14-09-2014,whole milk,Dairy
4828,05-08-2014,beef,Fresh meat
3553,06-03-2014,pip fruit,Produce
3177,18-10-2014,yogurt,Dairy
2300,16-03-2014,pork,Fresh meat
4653,11-09-2014,ice cream,Frozen Dessert
4124,25-12-2014,chicken,Fresh meat
1677,24-07-2014,citrus fruit,Produce
1926,25-07-2014,frankfurter,Deli
3156,13-11-2014,sausage,Fresh meat
4993,19-08-2014,tropical fruit,Produce
1396,12-03-2014,sausage,Fresh meat
1353,27-12-2014,cooking chocolate,Baking
2356,21-04-2014,chicken,Fresh meat
4028,10-10-2014,semi-finished bread,Bakery
1878,01-09-2014,chicken,Fresh meat
2048,24-02-2014,semi-finished bread,Bakery
